Title,Tag
Orange_(disambiguation),Unk
Prohibition_of_drugs,Unk
Master_of_Arts,Unk
Social_network_service,Unk
Billboard_200,Unk
Adult_Swim,Unk
Elizabeth_I_of_England,Unk
Nikita_Khrushchev,Unk
Paper,Unk
United_States_v._Microsoft,Unk
Immunology,Unk
Radar,Unk
Louis_Armstrong,Unk
Infant,Unk
Mental_illness,Unk
Chief_Justice_of_the_United_States,Unk
Epilepsy,Unk
Respiratory_system,Unk
History_of_video_games,Unk
Research,Unk
British_Airways,Unk
Lysergic_acid_diethylamide,Unk
Company_rule_in_India,Unk
Demon,Unk
Video_game_industry,Unk
Han_Dynasty,Unk
Album,Unk
Constellation,Unk
United_States_Department_of_Agriculture,Unk
Energy_policy_of_the_United_States,Unk
Southern_Province_Sri_Lanka,Unk
Road_running,Unk
Genus,Unk
2008_Mumbai_attacks,Unk
Commercial_law,Unk
Radiology,Unk
Orange_(colour),Unk
Warsaw,Unk
Psychotherapy,Unk
English_speaking_world,Unk
Peer_to_peer,Unk
Absinthe,Unk
Penicillin,Unk
Stephen_Hawking,Unk
Eclipse,Unk
British_Armed_Forces,Unk
Honda,Unk
Jonestown,Unk
Suez_Canal,Unk
Multiple_sclerosis,Unk
Premier_League,Unk
News,Unk
Tequila,Unk
Australian_English,Unk
Equator,Unk
Religion_in_India,Unk
Pantera,Unk
Newark_New_Jersey,Unk
Pop_rock,Unk
Educational_institution,Unk
Astronomer,Unk
Diseases,Unk
Stanley_Kubrick,Unk
Lil_Wayne,Unk
Weimar_Republic,Unk
Syracuse_New_York,Unk
Wichita_Kansas,Unk
Falklands_War,Unk
Sony_Music_Entertainment,Unk
Pittsburgh_Pirates,Unk
Waltz,Unk
Visual_perception,Unk
Politics_of_the_Netherlands,Unk
Ballet,Unk
Suitland_Maryland,Unk
Chuck_Berry,Unk
Environment_(biophysical),Unk
Columbia_Pictures,Unk
Vegetable,Unk
Eagle,Unk
Lyme_disease,Unk
Sound_recording_and_reproduction,Unk
Mick_Jagger,Unk
Confucius,Unk
Cher,Unk
Hollywood_California,Unk
Cholesterol,Unk
Bluetooth,Unk
Music_of_Canada,Unk
Ethics,Unk
Galileo,Unk
History_of_England,Unk
Metaphysics,Unk
United_States_and_weapons_of_mass_destruction,Unk
Family,Unk
Potassium,Unk
Charles_Prince_of_Wales,Unk
African_American_Civil_Rights_Movement_(1955–1968),Unk
Computer_networking,Unk
Texas_Medical_Center,Unk
Civil_law_(legal_system),Unk
Cotton,Unk
Jacksonville_Florida,Unk
Jihad,Unk
Urine,Unk
Double_track,Unk
Phnom_Penh,Unk
Scottish_people,Unk
Kyoto_Protocol,Unk
Cardiff,Unk
Brandy,Unk
Depression_(mood),Unk
Marlon_Brando,Unk
Medicare_(United_States),Unk
ITunes_Store,Unk
Oval_Office,Unk
Double_album,Unk
University_of_California_Berkeley,Unk
Allies_of_World_War_I,Unk
Asperger_syndrome,Unk
Internet_Explorer,Unk
Guyana,Unk
Mount_Rushmore,Unk
Sean_Combs,Unk
Polar_bear,Unk
Falkland_Islands,Unk
Visible_light,Unk
Image,Unk
Memory,Unk
Company,Unk
Viking,Unk
United_States_Code,Unk
Charlie_Chaplin,Unk
Television_station,Unk
San_Marino,Unk
Surrender_of_Japan,Unk
Martin_Scorsese,Unk
Glucose,Unk
Transylvania,Unk
AOL,Unk
Government_of_the_United_Kingdom,Unk
History_of_the_United_States_(1991–present),Unk
Habitat,Unk
Dastar,Unk
Festivus,Unk
Maltose,Unk
London_Overground,Unk
Abiogenesis,Unk
Peter_the_Great,Unk
Slavery_in_contemporary_Africa,Unk
Situation_comedy,Unk
Mariah_Carey,Unk
Nikola_Tesla,Unk
Gettysburg_Address,Unk
Chicken,Unk
Shotgun,Unk
Jellyfish,Unk
Propaganda,Unk
List_of_American_films_of_2008,Unk
Tampa_Florida,Unk
Cardiovascular_disease,Unk
Twilight_(2008_film),Unk
Jay_Leno,Unk
Mark_Wahlberg,Unk
Finnish_language,Unk
Emmy_Award,Unk
Free_market,Unk
Honolulu_Hawaii,Unk
Wind_power,Unk
Culture_of_Canada,Unk
Ontology,Unk
Dot_com_bubble,Unk
Natural_resource,Unk
Alps,Unk
Octopus,Unk
Marine_mammal,Unk
Illegal_drug_trade,Unk
Anxiety_disorder,Unk
Anderson_Cooper,Unk
Houston_Texas,Unk
Precipitation_(meteorology),Unk
Billboard_(magazine),Unk
Performing_arts,Unk
Hindu,Unk
Human_genome,Unk
2004_Indian_Ocean_earthquake,Unk
Christmas_stocking,Unk
Capacitance,Unk
Building,Unk
Trigonometry,Unk
Vacuum_tube,Unk
Envy,Unk
Lime_(fruit),Unk
Aryan_race,Unk
List_of_Indo_European_languages,Unk
Bottlenose_dolphin,Unk
Lucid_dream,Unk
Scotch_Irish_American,Unk
Ubuntu_(disambiguation),Unk
Gaza_City,Unk
Music_history_of_the_United_States_(1980s_to_the_present),Unk
Cheetah,Unk
Indian_independence_movement,Unk
Louisville_Kentucky,Unk
Supercontinent,Unk
Economy_of_Italy,Unk
Pakistan_Army,Unk
Prime_number,Unk
Uterus,Unk
Intel,Unk
League_of_Nations,Unk
Porsche,Unk
Techno_music,Unk
Single_(music),Unk
Mediterranean,Unk
The_Cure,Unk
Vector_space,Unk
Transgender,Unk
President,Unk
Joseph_P._Kennedy_Sr.,Unk
Server_(computing),Unk
Pressure,Unk
Sparkling_wine,Unk
History_of_Israel,Unk
John_Roberts,Unk
John_Milton,Unk
Brazil_national_football_team,Unk
Valladolid,Unk
Reinforced_concrete,Unk
Anglo_Saxon_England,Unk
Cash,Unk
Asphalt,Unk
Nielsen_ratings,Unk
Tensor,Unk
Raleigh_North_Carolina,Unk
Latvian_language,Unk
Bacon,Unk
Drug_addiction,Unk
United_States_(disambiguation),Unk
Rosa_Parks,Unk
Management,Unk
Natural_satellite,Unk
Feces,Unk
Frankenstein,Unk
Alexander_Hamilton,Unk
Orson_Welles,Unk
Ming_Dynasty,Unk
Bank_of_America,Unk
Alicia_Keys,Unk
Lucid_dreaming,Unk
Chinese_character,Unk
Developed_country,Unk
Phosphorus,Unk
Pharmacy,Unk
Cholera,Unk
John_F._Kennedy_assassination,Unk
Singapore_Airlines,Unk
Gangsta_rap,Unk
Optical_fiber,Unk
Marvel_Entertainment,Unk
Short_story,Unk
Chinese_dragon,Unk
Role_of_the_United_States_in_the_Vietnam_War,Unk
Guerrilla_warfare,Unk
Paris_Hilton,Unk
Tower_of_Babel,Unk
Hyperglycemia,Unk
Humanities,Unk
Seine_fishing,Unk
Fremont_California,Unk
Eclipse_(software),Unk
Dimension,Unk
Seattle_Sounders_FC,Unk
Toilet_paper,Unk
Elizabeth_New_Jersey,Unk
Sans_serif,Unk
Tulsa_Oklahoma,Unk
Nutrient,Unk
Race_and_ethnicity_in_the_United_States,Unk
Nancy_Reagan,Unk
Nationalism,Unk
Alternative_medicine,Unk
Human_condition,Unk
Social_network,Unk
Prison_Break,Unk
Visual_Basic,Unk
Civil_war,Unk
San_Diego_Chargers,Unk
Sepsis,Unk
Naples,Unk
Deer,Unk
Russian_Soviet_Federative_Socialist_Republic,Unk
Spam_(electronic),Unk
Hemoglobin,Unk
Troy,Unk
Yoko_Ono,Unk
Prostate,Unk
Lagos,Unk
Hercules,Unk
Apple_(disambiguation),Unk
Gold_standard,Unk
Oxfordshire,Unk
The_Cosby_Show,Unk
Princeton_New_Jersey,Unk
Lake,Unk
Visual_art,Unk
Steam_engine,Unk
Indian_English,Unk
Bamboo,Unk
Sony_Pictures_Entertainment,Unk
Digital_video,Unk
Philosophy_of_mind,Unk
Starbucks,Unk
Wave,Unk
Australian_Capital_Territory,Unk
Michigan_Senate,Unk
Crossbow,Unk
Special_Relationship,Unk
Heath_Ledger,Unk
Cyclone,Unk
Home_video,Unk
Employment,Unk
Western_Roman_Empire,Unk
The_Undertaker,Unk
Motion_picture,Unk
Cryptography,Unk
Comedy_Central,Unk
Evolutionary_biology,Unk
Ethanol_fuel,Unk
Influenza,Unk
Political_party,Unk
Studio_album,Unk
Common_cold,Unk
The_O.C.,Unk
Latvia,Unk
Conservative_Party_(UK),Unk
European_classical_music,Unk
Stephenie_Meyer,Unk
Memphis_International_Airport,Unk
Oklahoma_City,Unk
Microphone,Unk
Bill_Cosby,Unk
Great_Depression_in_the_United_States,Unk
Domestic_pig,Unk
Railway,Unk
Horror_fiction,Unk
Lostprophets,Unk
Island_country,Unk
2010_Haiti_earthquake,Unk
Arcade_game,Unk
Online_advertising,Unk
Japan_Airlines,Unk
Sea_Org,Unk
Geochemistry,Unk
Hampshire,Unk
Family_structure_in_the_United_States,Unk
Settlement_of_the_Americas,Unk
Zune,Unk
Archimedes,Unk
Columbia_Records,Unk
Open_source,Unk
Macbeth,Unk
Homelessness,Unk
Chinese_American,Unk
National_Security_Agency,Unk
Judo,Unk
Counterculture_of_the_1960s,Unk
Information_Age,Unk
New_Orleans_Louisiana,Unk
Bikini,Unk
United_States_housing_bubble,Unk
US,Unk
Cyanide,Unk
Optics,Unk
Andes,Unk
Roger_Federer,Unk
Microsoft_Office,Unk
Internet_forum,Unk
Angel,Unk
Eukaryote,Unk
New_York_New_York,Unk
Hezbollah,Unk
Rhetoric,Unk
Confederate_States_of_America,Unk
Human_skin,Unk
Trinidad_and_Tobago,Unk
Birth,Unk
Toledo_Ohio,Unk
Nanotechnology,Unk
Gun_violence_in_the_United_States,Unk
Universal_Music_Group,Unk
Babe_Ruth,Unk
Unification_of_Germany,Unk
Street_Fighter_II,Unk
Archbishop,Unk
Electromagnetic_spectrum,Unk
Microsoft_Word,Unk
Angola,Unk
London_Underground,Unk
Republic_of_Venice,Unk
Darkroom,Unk
Government_of_Texas,Unk
Bournemouth,Unk
South_Korea–United_States_relations,Unk
Ashley_Tisdale,Unk
Noam_Chomsky,Unk
Mary_Shelley,Unk
Good_(economics),Unk
Symptom,Unk
Chevrolet_Corvette,Unk
Friends,Unk
Bioinformatics,Unk
World_Wrestling_Entertainment,Unk
Doctor_of_Medicine,Unk
United_States_Secret_Service,Unk
The_Bronx,Unk
Continental_Army,Unk
Patagonia,Unk
Epidemiology,Unk
Dam,Unk
Female,Unk
Neil_Young,Unk
Promiscuity,Unk
Matt_Groening,Unk
Air_France,Unk
Battlestar_Galactica_(2004_TV_series),Unk
Nuclear_warfare,Unk
East_Prussia,Unk
Orchestra,Unk
President_Range,Unk
Margrave,Unk
Yangtze_River,Unk
Euphorbia,Unk
Grand_Theft_Auto:_San_Andreas,Unk
History_of_Korea,Unk
Knight_Ridder,Unk
Substance_dependence,Unk
Curling,Unk
Christian_Bible,Unk
Christian_Bale,Unk
Haiku,Unk
Sovereignty,Unk
Tijuana,Unk
Textile,Unk
Czechoslovakia,Unk
Taylor_Swift,Unk
Volkswagen_Jetta,Unk
George_Carlin,Unk
Science_fiction_on_television,Unk
Diamond,Unk
United_States_Secretary_of_the_Treasury,Unk
Dick_Cheney,Unk
Football_(ball),Unk
Animals,Unk
England_national_football_team,Unk
Sense,Unk
Belfast,Unk
Lithium,Unk
Edward_III_of_England,Unk
Biological_warfare,Unk
Cincinnati_Ohio,Unk
Anthony_Burgess,Unk
Reading_Berkshire,Unk
Kelly_Clarkson,Unk
Liquid,Unk
Toyota_Celica,Unk
Essex,Unk
Barrett_M82,Unk
Biomedical_research,Unk
Specialty_(medicine),Unk
Cartoonist,Unk
National_Collegiate_Athletic_Association,Unk
Brewing,Unk
Trinidad,Unk
Atomic_nucleus,Unk
PayPal,Unk
Contact_sport,Unk
International_Formula_3000,Unk
26_November_2008_Mumbai_attacks,Unk
San_Diego_County_California,Unk
SKS,Unk
Android_(operating_system),Unk
Nobel_Prize_in_physics,Unk
Gloucestershire,Unk
European_theatre_of_World_War_II,Unk
History_of_the_United_States_(1964–80),Unk
Chemical_engineering,Unk
Larry_Bird,Unk
Pride_and_Prejudice,Unk
Uranus,Unk
Zen,Unk
Genetic_disorder,Unk
Bahrain,Unk
Wolverine_(comics),Unk
Gun,Unk
Mutation,Unk
SAT,Unk
Comparison_of_CECB_units,Unk
Plastic,Unk
Meditation,Unk
Reality,Unk
Pfizer,Unk
Macintosh_128K,Unk
Diphtheria,Unk
Arts_and_culture_of_Los_Angeles,Unk
Blue_whale,Unk
Global_city,Unk
Lawyer,Unk
Peter_Jackson,Unk
First_French_Empire,Unk
Supernova,Unk
Hippie,Unk
University_of_Michigan,Unk
Boeing_Commercial_Airplanes,Unk
Hertfordshire,Unk
Dynasties_in_Chinese_history,Unk
Comet,Unk
Italian_wine,Unk
Grass,Unk
X86_64,Unk
Los_Angeles_River,Unk
Radio_station,Unk
Concrete,Unk
Region,Unk
Miley_Cyrus,Unk
Newcastle_upon_Tyne,Unk
Shiva,Unk
Alternative_metal,Unk
Marble,Unk
Direct_current,Unk
The_Grateful_Dead,Unk
Palau,Unk
Project_Gutenberg,Unk
Hubble_Space_Telescope,Unk
Rabbinic_literature,Unk
History_of_Linux,Unk
Motivation,Unk
Capital_city,Unk
Market_economy,Unk
Latin_script,Unk
List_of_states_and_territories_of_the_United_States,Unk
G7,Unk
Market_(economics),Unk
Dystopia,Unk
1990s_in_film,Unk
Economy_of_the_United_Kingdom,Unk
Rave,Unk
History_of_computing_hardware,Unk
Heart_rate,Unk
Epic_poetry,Unk
Don_Quixote,Unk
Word,Unk
Banking_in_the_United_States,Unk
Bosnian_War,Unk
Playing_card,Unk
Money_supply,Unk
Superpower,Unk
Divine_Comedy,Unk
Life_insurance,Unk
Web_server,Unk
Iron_Man,Unk
Computer_animation,Unk
Indiana_Jones,Unk
Diabetes,Unk
Combat_sport,Unk
Narcolepsy,Unk
Zionism,Unk
Dissolution_of_the_Soviet_Union,Unk
James_Cameron,Unk
Arctic,Unk
Siberia,Unk
Oman,Unk
New_York_City_Police_Department,Unk
Calculation,Unk
Penguin,Unk
Circulatory_system,Unk
Dwarf_planet,Unk
British_Asian,Unk
Fat,Unk
BBC_Sport,Unk
Korean_Peninsula,Unk
Application_programming_interface,Unk
Scotland_national_football_team,Unk
Sport_in_Brazil,Unk
Tissue_(biology),Unk
Europe_(disambiguation),Unk
World_Trade_Center_(disambiguation),Unk
Malibu_California,Unk
Federal_Statistical_System_of_the_United_States,Unk
Apollo_15,Unk
Islamism,Unk
Bruce_Springsteen,Unk
Weezer,Unk
Israelites,Unk
Jonas_Brothers,Unk
History_of_the_world,Unk
Music_of_Australia,Unk
Academy_Award_for_Best_Director,Unk
Flat_tax,Unk
Aztec,Unk
Lancashire,Unk
House_(TV_series),Unk
Gas,Unk
Mormons,Unk
Hispanic_and_Latino_Americans,Unk
Titanium,Unk
Physical_exercise,Unk
Entropy,Unk
Italian_people,Unk
Human_height,Unk
United_Nations_General_Assembly,Unk
Bat,Unk
Tool,Unk
Capital_(political),Unk
Political_philosophy,Unk
Monopoly,Unk
Jimmy_Carter,Unk
Stainless_steel,Unk
UPN,Unk
Nelly,Unk
City_of_Westminster,Unk
American_Psychiatric_Association,Unk
Cloud_computing,Unk
Paradise_Lost,Unk
Personal_computer_game,Unk
Fatty_acid,Unk
Istanbul_University,Unk
2006_Lebanon_War,Unk
Field_hockey,Unk
Muslims,Unk
PlayStation,Unk
Israeli–Palestinian_conflict,Unk
Property_(philosophy),Unk
Francoist_Spain,Unk
Atlantic_City_New_Jersey,Unk
Amazons,Unk
Buffy_the_Vampire_Slayer_(TV_series),Unk
Tyra_Banks,Unk
Model_(person),Unk
Green,Unk
Soul_music,Unk
Psychedelic_drug,Unk
Australia_Day,Unk
Dopamine,Unk
Algae,Unk
U.S._Army,Unk
Composer,Unk
Communist_Party_of_China,Unk
Sahara,Unk
History_of_Spain,Unk
Geography_of_India,Unk
Concussion,Unk
Alphabet,Unk
Witchcraft,Unk
Disney_XD,Unk
Stock,Unk
Luxembourg,Unk
Communist_Party_of_the_Soviet_Union,Unk
United_States_Postal_Service,Unk
Existence,Unk
Flight,Unk
Google_Chrome,Unk
General_Electric,Unk
Wonder_Woman,Unk
Chinese_people,Unk
Chromosome,Unk
International_Standard_Book_Number,Unk
Axis_powers,Unk
Federation,Unk
Negev,Unk
Emperor_Taizong_of_Tang,Unk
Chesapeake_Bay,Unk
Trigonometric_functions,Unk
Dairy,Unk
Infomercial,Unk
Far_East,Unk
Absolution,Unk
Foreign_relations_of_India,Unk
Belgian_franc,Unk
Transmission_line,Unk
Lunar_water,Unk
Dutch_Republic,Unk
London_Fire_Brigade,Unk
Reindeer,Unk
Theoretical_computer_science,Unk
Personal_computers,Unk
List_of_U.S._states_and_territories_by_population,Unk
Email_spam,Unk
Baptist,Unk
Liam_Neeson,Unk
Military_history_of_the_United_States_during_World_War_II,Unk
Son_of_God,Unk
Biological_anthropology,Unk
Brussels,Unk
Fauna,Unk
Airliner,Unk
Ronaldinho,Unk
BlackBerry,Unk
Milwaukee,Unk
Nirvana,Unk
Dragon,Unk
Malnutrition,Unk
Jet_engine,Unk
British_Invasion,Unk
Prostitution,Unk
Fleetwood_Mac,Unk
Golden_State_Warriors,Unk
Biodiesel,Unk
Walt_Disney_Animation_Studios,Unk
Student,Unk
Beef,Unk
Liberation_Tigers_of_Tamil_Eelam,Unk
Postmodernism,Unk
Neuron,Unk
National_Institutes_of_Health,Unk
Canning,Unk
University_of_California,Unk
Chuck_Schumer,Unk
IBM_PC_compatible,Unk
Rainbow,Unk
Mushrooms,Unk
Politics_of_the_United_Kingdom,Unk
Kamikaze,Unk
Role_playing_game,Unk
Steam_locomotive,Unk
Alan_Turing,Unk
Boat,Unk
Stroke_play,Unk
Moscow_Oblast,Unk
Administrative_divisions_of_France,Unk
End_of_World_War_II_in_Europe,Unk
Gray_wolf,Unk
American_Recordings_(record_label),Unk
Peter_Sellers,Unk
The_Lion_King,Unk
Elizabeth_II_of_the_United_Kingdom,Unk
James_Bond_(film_series),Unk
Hero,Unk
Lexus,Unk
Visual_arts_of_the_United_States,Unk
HDMI,Unk
Gulag,Unk
Northwest_Airlines,Unk
Animalia,Unk
Tank,Unk
Jesse_Jackson,Unk
Internet_Movie_Database,Unk
Nobel_Peace_Prize,Unk
Wedding,Unk
Spyware,Unk
Beastie_Boys,Unk
Chemical,Unk
The_Football_Association,Unk
Mining,Unk
Testosterone,Unk
Cinderella_(1950_film),Unk
Yeast,Unk
Temperature,Unk
Atlantis,Unk
Washington_DC,Unk
Raphael,Unk
John_Cleese,Unk
Russian_Orthodox_Church,Unk
Oceanic_climate,Unk
Cheers,Unk
Sex_and_the_City,Unk
Power_Rangers,Unk
Tibet_Autonomous_Region,Unk
Maria_Sharapova,Unk
Rutgers_University,Unk
Hirohito,Unk
History_of_painting,Unk
Anaheim_California,Unk
Joker_(comics),Unk
Stimulant,Unk
RNA,Unk
Massively_multiplayer_online_game,Unk
Italian_lira,Unk
Metric_tensor,Unk
Cannabinoid,Unk
Programming_paradigm,Unk
Central_Michigan,Unk
Boris_Johnson,Unk
Estuary,Unk
Ningxia,Unk
Electric_light,Unk
Standard_Hindi,Unk
Singing,Unk
Charleston_South_Carolina,Unk
Iodine,Unk
Doctorate,Unk
Mozilla,Unk
Stand_up_comedy,Unk
Atmosphere,Unk
Lance_Armstrong,Unk
Will_Smith,Unk
Jim_Morrison,Unk
Friendship,Unk
Max_Weber,Unk
Time_travel,Unk
English_Civil_War,Unk
Alice_Cooper,Unk
Motion_(physics),Unk
First_person_shooter,Unk
Military_of_the_United_States,Unk
Federal_Reserve_System,Unk
Pope_John_Paul_II,Unk
Chemist,Unk
Contemporary_R&B,Unk
Film_theory,Unk
Human_nature,Unk
Jaguar,Unk
Proto_Indo_European_language,Unk
Stock_exchange,Unk
Somerset,Unk
Cherokee,Unk
Wolfgang_Amadeus_Mozart,Unk
Nuclear_physics,Unk
Internet_Relay_Chat,Unk
Ghost,Unk
Reactionary,Unk
Public_Broadcasting_Service,Unk
Washington_(U.S._state),Unk
Cameroon,Unk
Surrey,Unk
Pony_Express,Unk
President_of_the_Czech_Republic,Unk
New_York_Red_Bulls,Unk
Infertility,Unk
Constable,Unk
Philip_the_Good,Unk
Particle_accelerator,Unk
Congo_Crisis,Unk
Brass,Unk
Pastry,Unk
Quality_(philosophy),Unk
Nuclear_bombs,Unk
Awareness,Unk
Dallas–Fort_Worth_metroplex,Unk
Republic_of_China_(1912–1949),Unk
Atmosphere_of_Earth,Unk
United_States_Navy_Hydrographic_Office,Unk
Religion_in_ancient_Greece,Unk
Theory_of_relativity,Unk
Lady_Gaga,Unk
Modern_Greek,Unk
Apollo,Unk
Turkish_people,Unk
Harry_S._Truman,Unk
Constitution_of_the_United_States,Unk
Rabbit,Unk
Wars_of_the_Roses,Unk
Holocaust,Unk
New_York_State,Unk
Graffiti,Unk
Calculator,Unk
Radio_broadcasting,Unk
Sniper,Unk
Robert_Mugabe,Unk
M16_rifle,Unk
Bronze_Age,Unk
Phoenicia,Unk
Supply_and_demand,Unk
Severe_acute_respiratory_syndrome,Unk
Culture_of_England,Unk
Sheep,Unk
Ford_F_Series,Unk
Television_channel,Unk
British_Army_Training_Unit_Suffield,Unk
Healthcare,Unk
Social_networking_service,Unk
Bacterium,Unk
Rhine,Unk
Books_of_the_Bible,Unk
Street_Fighter,Unk
Reptile,Unk
Theology,Unk
Pseudoephedrine,Unk
Software_development,Unk
Map,Unk
Rupert_Murdoch,Unk
Parks_of_Chicago,Unk
Rheinhessen_(wine_region),Unk
History_of_Kentucky,Unk
Seismic_wave,Unk
Invasion_of_Poland,Unk
Pancreatitis,Unk
Nevada_Test_Site,Unk
Ring_of_Fire_(song),Unk
Sabbath_in_Christianity,Unk
Navajo_Nation,Unk
Social_media,Unk
Acute_radiation_syndrome,Unk
Modesto_California,Unk
Conscious,Unk
Pulp_Fiction_(film),Unk
Blackjack,Unk
Distillation,Unk
Electric_chair,Unk
Council_of_Europe,Unk
London_England,Unk
Compact_disc,Unk
Patent,Unk
Halloween,Unk
Turkey_(bird),Unk
Aviation,Unk
Aruba,Unk
Billboard_Hot_100,Unk
Integral,Unk
DNA_replication,Unk
Ice,Unk
Nissan,Unk
Camel,Unk
Battle_of_France,Unk
Cinderella,Unk
Black_people,Unk
LOL,Unk
Interest_rate,Unk
Britpop,Unk
Sewage_treatment,Unk
Kinetoscope,Unk
Major_religious_groups,Unk
Number_theory,Unk
Free_software_license,Unk
Singer_songwriter,Unk
Euclidean_geometry,Unk
David_Letterman,Unk
American_Samoa,Unk
Australasia,Unk
United_States_Environmental_Protection_Agency,Unk
International_Organization_for_Standardization,Unk
Pollutant,Unk
Moons_of_Saturn,Unk
Cartesian_coordinate_system,Unk
West_Yorkshire,Unk
Long_Island,Unk
Viet_Cong,Unk
Canidae,Unk
Naval_warfare,Unk
Christian_theology,Unk
Osho_(Bhagwan_Shree_Rajneesh),Unk
List_of_the_most_populous_counties_in_the_United_States,Unk
OS_X,Unk
Digital_data,Unk
Venus_Williams,Unk
Condom,Unk
Middlesex,Unk
The_Good_the_Bad_and_the_Ugly,Unk
Bee,Unk
Digital_audio,Unk
Binary_numeral_system,Unk
Scottsdale_Arizona,Unk
Sylvester_Stallone,Unk
Korea_under_Japanese_rule,Unk
Angelina_Jolie,Unk
Southern_Ocean,Unk
Rocky,Unk
Bird_of_prey,Unk
Chaos_theory,Unk
MacBook_Pro,Unk
Geography_of_Canada,Unk
Sesame_Street,Unk
Polymath,Unk
Electric_power,Unk
Jack_Swagger,Unk
Countries_of_the_United_Kingdom,Unk
Vegetarianism,Unk
Writer,Unk
Holy_Roman_Emperor,Unk
Revolver,Unk
Hoboken_New_Jersey,Unk
Mario,Unk
Constantinople,Unk
Medical_condition,Unk
Scandinavian_Peninsula,Unk
Folklore_of_the_United_States,Unk
Roman_emperor,Unk
British_Isles,Unk
Augustinians,Unk
Metric_space,Unk
Recording_studio,Unk
Master's_degree,Unk
Death_Note,Unk
Antibody,Unk
Raiders_of_the_Lost_Ark,Unk
Distributism,Unk
Barium,Unk
World_Curling_Championships,Unk
Galápagos_(disambiguation),Unk
Electrical_resistance_and_conductance,Unk
List_of_sovereign_states_and_dependent_territories_in_Europe,Unk
Angevin_Empire,Unk
US_state,Unk
Bodybuilding,Unk
Coconut,Unk
Nine_Inch_Nails,Unk
Cognition,Unk
United_Kingdom_(disambiguation),Unk
Hangul,Unk
Talk_show,Unk
Kobe_Bryant,Unk
Beauty,Unk
Acupuncture,Unk
Roman_mythology,Unk
Animated_cartoons,Unk
Avatar_(2009_film),Unk
Green_Bay_Packers,Unk
Subprime_mortgage_crisis,Unk
Stock_market,Unk
Jewellery,Unk
Life_on_Earth,Unk
Measles,Unk
Donald_Rumsfeld,Unk
Reproduction,Unk
International_law,Unk
Napoleon_Bonaparte,Unk
Primary_education,Unk
New_Haven_Connecticut,Unk
Dallas_Texas,Unk
List_of_Asian_countries,Unk
Asteroid_belt,Unk
Santa_Clara_California,Unk
Square_Enix,Unk
The_Howard_Stern_Show,Unk
Cargo_ship,Unk
Judy_Garland,Unk
Derivative,Unk
Rock_(geology),Unk
University_of_London,Unk
Electoral_College_(United_States),Unk
Governor_of_California,Unk
Whisky,Unk
Ampere,Unk
Colonization_of_the_Moon,Unk
Childhood,Unk
Non_steroidal_anti_inflammatory_drug,Unk
El_Cid,Unk
German_Football_Association,Unk
Homelessness_in_the_United_States,Unk
Biblical_Sabbath,Unk
Adams–Onís_Treaty,Unk
Great_Barrier_Reef,Unk
Riddler,Unk
Flag,Unk
University_of_Toronto,Unk
Deftones,Unk
Stairway_to_Heaven,Unk
European_ethnic_groups,Unk
Sodium_hydroxide,Unk
Trade,Unk
Leaf,Unk
Evil,Unk
Psychopathy,Unk
Economy_of_Egypt,Unk
Frigate,Unk
Jason_Bateman,Unk
Asia_Minor,Unk
Rhodium,Unk
Rat,Unk
Sanjay_Gupta,Unk
Japanese_martial_arts,Unk
Superhero_film,Unk
Left_4_Dead,Unk
Culver_City_California,Unk
Polyvinyl_chloride,Unk
Mother_Nature,Unk
Pragmatism,Unk
Spanish–American_War,Unk
Charlotte_North_Carolina,Unk
Mathematical_proof,Unk
Grey's_Anatomy,Unk
United_States_Navy_SEALs,Unk
Industry,Unk
William_James,Unk
Classical_physics,Unk
Cell_membrane,Unk
Classical_period_(music),Unk
Human_heart,Unk
Harvard_Law_School,Unk
Thanksgiving_(United_States),Unk
British_popular_music,Unk
Christianity_in_India,Unk
King_of_the_Hill,Unk
Gender,Unk
Blindness,Unk
Lindsay_Lohan,Unk
Pacific_Islands,Unk
Spanish_colonization_of_the_Americas,Unk
Guillotine,Unk
Morse_code,Unk
British_Overseas_Territories,Unk
Citation,Unk
Confession,Unk
Militia,Unk
Rabat,Unk
Napoleon_(disambiguation),Unk
Anti_ballistic_missile,Unk
Vikings,Unk
Rhondda,Unk
Learning,Unk
High_level_programming_language,Unk
Wu_Tang_Clan,Unk
Garfield,Unk
Saddam_Hussein,Unk
Kurt_Vonnegut,Unk
Community,Unk
Usenet,Unk
February,Unk
Poverty_in_the_United_States,Unk
Adolescence,Unk
Left_handedness,Unk
Trade_union,Unk
St._Louis_Cardinals,Unk
Sculpture,Unk
Minneapolis_Minnesota,Unk
List_of_American_institutions_of_higher_education,Unk
Ten_Commandments,Unk
Probability,Unk
Marie_Curie,Unk
Reggaeton,Unk
Cereal,Unk
Food_and_Drug_Administration_(United_States),Unk
Madison_Square_Garden,Unk
Bali,Unk
US$,Unk
Windows_Live_Messenger,Unk
List_of_U.S._states_and_territories_by_area,Unk
Sport_in_Australia,Unk
Golden_Globe_Award,Unk
Personality_psychology,Unk
Board_of_directors,Unk
Family_(biology),Unk
Navy,Unk
Italian_Renaissance,Unk
Bishop_(Catholic_Church),Unk
Sex_education,Unk
Duran_Duran,Unk
East_Coast_of_the_United_States,Unk
Drink,Unk
James_II_of_England,Unk
Color_blindness,Unk
Computer_(disambiguation),Unk
